concept,type,df_count,df_fraction,status
i maintain,SURFACE,1,0.025,KEPT
i propose,SURFACE,1,0.025,KEPT
i value,SURFACE,1,0.025,KEPT
i will compile,SURFACE,1,0.025,KEPT
i will conclude,SURFACE,1,0.025,KEPT
i will document,SURFACE,1,0.025,KEPT
i will move,SURFACE,1,0.025,KEPT
i wish,SURFACE,1,0.025,KEPT
i'm curious,SURFACE,1,0.025,KEPT
i'm looking,SURFACE,1,0.025,KEPT
ibuprofen,SURFACE,1,0.025,KEPT
icg,SURFACE,1,0.025,KEPT
ideal,SURFACE,1,0.025,KEPT
ideally,SURFACE,1,0.025,KEPT
identical,SURFACE,1,0.025,KEPT
identifiable,SURFACE,1,0.025,KEPT
identified **candidate variants**,SURFACE,1,0.025,KEPT
identity,SURFACE,1,0.025,KEPT
idiopathic parkinson's,SURFACE,1,0.025,KEPT
idiopathic parkinson's disease,SURFACE,1,0.025,KEPT
idiopathic pulmonary arterial hypertension,SURFACE,1,0.025,KEPT
idiopathic spinocerebellar ataxias,SURFACE,1,0.025,KEPT
iga,SURFACE,1,0.025,KEPT
iga deficiency,SURFACE,1,0.025,KEPT
ige,SURFACE,1,0.025,KEPT
igf,SURFACE,1,0.025,KEPT
igf-1,SURFACE,1,0.025,KEPT
igg,SURFACE,1,0.025,KEPT
igm,SURFACE,1,0.025,KEPT
igra,SURFACE,1,0.025,KEPT
igra**,SURFACE,1,0.025,KEPT
iifa,SURFACE,1,0.025,KEPT
il-2 receptor,SURFACE,1,0.025,KEPT
il-2 receptor levels**,SURFACE,1,0.025,KEPT
ild,SURFACE,1,0.025,KEPT
ill-defined,SURFACE,1,0.025,KEPT
"illicit substances.\"",\n\n  \""initial test results\",SURFACE,1,0.025,KEPT
illnesses,SURFACE,1,0.025,KEPT
illuminating,SURFACE,1,0.025,KEPT
im-persistent,SURFACE,1,0.025,KEPT
image examinations,SURFACE,1,0.025,KEPT
imagery,SURFACE,1,0.025,KEPT
imaging method,SURFACE,1,0.025,KEPT
imaging options,SURFACE,1,0.025,KEPT
imaging plans,SURFACE,1,0.025,KEPT
imaging protocol,SURFACE,1,0.025,KEPT
imaging protocols,SURFACE,1,0.025,KEPT
imaging studies**,SURFACE,1,0.025,KEPT
imaging technique,SURFACE,1,0.025,KEPT
imaging test,SURFACE,1,0.025,KEPT
imaging**,SURFACE,1,0.025,KEPT
immediate **,SURFACE,1,0.025,KEPT
immobile,SURFACE,1,0.025,KEPT
immobilization,SURFACE,1,0.025,KEPT
immune cell,SURFACE,1,0.025,KEPT
immune cell types,SURFACE,1,0.025,KEPT
immune compromise,SURFACE,1,0.025,KEPT
immune defect,SURFACE,1,0.025,KEPT
immune deficiency,SURFACE,1,0.025,KEPT
immune dysfunction,SURFACE,1,0.025,KEPT
immune functionality,SURFACE,1,0.025,KEPT
immune profile,SURFACE,1,0.025,KEPT
immune response,SURFACE,1,0.025,KEPT
immune status,SURFACE,1,0.025,KEPT
immune system,SURFACE,1,0.025,KEPT
immune system's,SURFACE,1,0.025,KEPT
immune-related aspects,SURFACE,1,0.025,KEPT
immunity,SURFACE,1,0.025,KEPT
immunization,SURFACE,1,0.025,KEPT
immunocompromised,SURFACE,1,0.025,KEPT
immunocompromised patient,SURFACE,1,0.025,KEPT
immunodeficiency,SURFACE,1,0.025,KEPT
immunodeficiency profile,SURFACE,1,0.025,KEPT
immunodeficiency status,SURFACE,1,0.025,KEPT
immunodeficiency-related,SURFACE,1,0.025,KEPT
immunoglobulin deficiencies,SURFACE,1,0.025,KEPT
immunoglobulin levels,SURFACE,1,0.025,KEPT
immunoglobulin levels measurement,SURFACE,1,0.025,KEPT
immunoglobulin levels measurement**,SURFACE,1,0.025,KEPT
immunoglobulin replacement,SURFACE,1,0.025,KEPT
immunoglobulin subclasses testing** and **,SURFACE,1,0.025,KEPT
immunoglobulin therapy,SURFACE,1,0.025,KEPT
immunoglobulins,SURFACE,1,0.025,KEPT
immunologic abnormalities,SURFACE,1,0.025,KEPT
immunologic testing,SURFACE,1,0.025,KEPT
immunological abnormalities,SURFACE,1,0.025,KEPT
immunological disorder,SURFACE,1,0.025,KEPT
immunologists,SURFACE,1,0.025,KEPT
immunology specialists,SURFACE,1,0.025,KEPT
immunomodulatory therapies,SURFACE,1,0.025,KEPT
immunosuppressive therapy,SURFACE,1,0.025,KEPT
impacted renal function,SURFACE,1,0.025,KEPT
impacting,SURFACE,1,0.025,KEPT
impaction,SURFACE,1,0.025,KEPT
impaction issues,SURFACE,1,0.025,KEPT
impactions,SURFACE,1,0.025,KEPT
impair,SURFACE,1,0.025,KEPT
impaired gait,SURFACE,1,0.025,KEPT
impaired tandem walk,SURFACE,1,0.025,KEPT
imperfecta,SURFACE,1,0.025,KEPT
implantation,SURFACE,1,0.025,KEPT
implement **isomerase activity assays**,SURFACE,1,0.025,KEPT
implement **isomerase activity assays** post-sequencing,SURFACE,1,0.025,KEPT
implement **pet imaging**,SURFACE,1,0.025,KEPT
implemented,SURFACE,1,0.025,KEPT
improbability,SURFACE,1,0.025,KEPT
improved,SURFACE,1,0.025,KEPT
improves,SURFACE,1,0.025,KEPT
in vitro,SURFACE,1,0.025,KEPT
inaccurate,SURFACE,1,0.025,KEPT
inadequate,SURFACE,1,0.025,KEPT
inadequate blood supply,SURFACE,1,0.025,KEPT
inadequate response,SURFACE,1,0.025,KEPT
incidental finding,SURFACE,1,0.025,KEPT
incision,SURFACE,1,0.025,KEPT
incisors,SURFACE,1,0.025,KEPT
includes,SURFACE,1,0.025,KEPT
including **a26 antibodies**,SURFACE,1,0.025,KEPT
"including **anti-nmda receptor encephalitis**, **anti-lgi1**",SURFACE,1,0.025,KEPT
inclusive,SURFACE,1,0.025,KEPT
inconsistent,SURFACE,1,0.025,KEPT
incorporate,SURFACE,1,0.025,KEPT
independent,SURFACE,1,0.025,KEPT
index,SURFACE,1,0.025,KEPT
indirect ophthalmoscopy,SURFACE,1,0.025,KEPT
indispensable,SURFACE,1,0.025,KEPT
indocyanine green angiography,SURFACE,1,0.025,KEPT
indolent,SURFACE,1,0.025,KEPT
indonesia,SURFACE,1,0.025,KEPT
induced,SURFACE,1,0.025,KEPT
induction,SURFACE,1,0.025,KEPT
infant development ii,SURFACE,1,0.025,KEPT
infant's care,SURFACE,1,0.025,KEPT
infant's case,SURFACE,1,0.025,KEPT
infantile spasms,SURFACE,1,0.025,KEPT
infection** –,SURFACE,1,0.025,KEPT
infection-related,SURFACE,1,0.025,KEPT
infection/inflammation,SURFACE,1,0.025,KEPT
"infections**
     - **routine follow-up imaging",SURFACE,1,0.025,KEPT
infectious cause,SURFACE,1,0.025,KEPT
infectious components,SURFACE,1,0.025,KEPT
infectious concerns,SURFACE,1,0.025,KEPT
infectious disease work-up**,SURFACE,1,0.025,KEPT
infectious etiologies**,SURFACE,1,0.025,KEPT
infectious evaluations,SURFACE,1,0.025,KEPT
infectious features,SURFACE,1,0.025,KEPT
infectious granulomatous conditions,SURFACE,1,0.025,KEPT
infectious granulomatous conditions**,SURFACE,1,0.025,KEPT
infectious processes**,SURFACE,1,0.025,KEPT
infectious triggers,SURFACE,1,0.025,KEPT
infective endocarditis,SURFACE,1,0.025,KEPT
inferior molars,SURFACE,1,0.025,KEPT
infertility,SURFACE,1,0.025,KEPT
infiltrates,SURFACE,1,0.025,KEPT
inflammatory cells,SURFACE,1,0.025,KEPT
inflammatory changes,SURFACE,1,0.025,KEPT
inflammatory etiology,SURFACE,1,0.025,KEPT
inflammatory features,SURFACE,1,0.025,KEPT
inflammatory joint,SURFACE,1,0.025,KEPT
inflammatory joint pain,SURFACE,1,0.025,KEPT
inflammatory markers*,SURFACE,1,0.025,KEPT
inflammatory markers**,SURFACE,1,0.025,KEPT
inflammatory patterns,SURFACE,1,0.025,KEPT
inflammatory responses,SURFACE,1,0.025,KEPT
inflammatory source,SURFACE,1,0.025,KEPT
inflammatory state,SURFACE,1,0.025,KEPT
inflammatory status,SURFACE,1,0.025,KEPT
inflammatory symptoms,SURFACE,1,0.025,KEPT
inflammatory syndrome,SURFACE,1,0.025,KEPT
influencing,SURFACE,1,0.025,KEPT
inform,SURFACE,1,0.025,KEPT
informant,SURFACE,1,0.025,KEPT
information emerges,SURFACE,1,0.025,KEPT
"information.\""\n",SURFACE,1,0.025,KEPT
informational materials,SURFACE,1,0.025,KEPT
informing family,SURFACE,1,0.025,KEPT
informs,SURFACE,1,0.025,KEPT
inhalation,SURFACE,1,0.025,KEPT
inhalers,SURFACE,1,0.025,KEPT
inherent thrombophilias,SURFACE,1,0.025,KEPT
inheritance patterns,SURFACE,1,0.025,KEPT
initial,SURFACE,1,0.025,KEPT
initial imaging,SURFACE,1,0.025,KEPT
initiate imaging,SURFACE,1,0.025,KEPT
initiate testing,SURFACE,1,0.025,KEPT
initiating,SURFACE,1,0.025,KEPT
initiating therapy,SURFACE,1,0.025,KEPT
initiation,SURFACE,1,0.025,KEPT
injected conjunctivae,SURFACE,1,0.025,KEPT
injection,SURFACE,1,0.025,KEPT
injuries,SURFACE,1,0.025,KEPT
injury,SURFACE,1,0.025,KEPT
inner,SURFACE,1,0.025,KEPT
innovative therapies,SURFACE,1,0.025,KEPT
insertion,SURFACE,1,0.025,KEPT
insidious,SURFACE,1,0.025,KEPT
insidious fashion,SURFACE,1,0.025,KEPT
insidious presentation,SURFACE,1,0.025,KEPT
insignificant,SURFACE,1,0.025,KEPT
instability,SURFACE,1,0.025,KEPT
instructions,SURFACE,1,0.025,KEPT
instructive alternatives,SURFACE,1,0.025,KEPT
insufficiencies,SURFACE,1,0.025,KEPT
insufficiency,SURFACE,1,0.025,KEPT
insulin,SURFACE,1,0.025,KEPT
insulin resistance**,SURFACE,1,0.025,KEPT
intake,SURFACE,1,0.025,KEPT
integrated,SURFACE,1,0.025,KEPT
integrated management approach,SURFACE,1,0.025,KEPT
integrates,SURFACE,1,0.025,KEPT
intelligence quotient,SURFACE,1,0.025,KEPT
intend,SURFACE,1,0.025,KEPT
intensity,SURFACE,1,0.025,KEPT
inter-malleolar,SURFACE,1,0.025,KEPT
interactions,SURFACE,1,0.025,KEPT
interconnected,SURFACE,1,0.025,KEPT
interdisciplinary,SURFACE,1,0.025,KEPT
interdisciplinary approach,SURFACE,1,0.025,KEPT
interdisciplinary discussions,SURFACE,1,0.025,KEPT
interdisciplinary perspectives,SURFACE,1,0.025,KEPT
interested,SURFACE,1,0.025,KEPT
interests moving forward,SURFACE,1,0.025,KEPT
interictal,SURFACE,1,0.025,KEPT
interictal eeg,SURFACE,1,0.025,KEPT
interim,SURFACE,1,0.025,KEPT
intermittent back,SURFACE,1,0.025,KEPT
intermittent diarrhea,SURFACE,1,0.025,KEPT
intermittent edema,SURFACE,1,0.025,KEPT
intermittent fever,SURFACE,1,0.025,KEPT
internal,SURFACE,1,0.025,KEPT
internal anomalies,SURFACE,1,0.025,KEPT
internal evaluations,SURFACE,1,0.025,KEPT
internal factors,SURFACE,1,0.025,KEPT
internal organ,SURFACE,1,0.025,KEPT
internal organ anomalies,SURFACE,1,0.025,KEPT
internal reproductive structures,SURFACE,1,0.025,KEPT
internal structure,SURFACE,1,0.025,KEPT
interphalangeal epiphyses,SURFACE,1,0.025,KEPT
interphalangeal joints,SURFACE,1,0.025,KEPT
interpretations,SURFACE,1,0.025,KEPT
interpretative value,SURFACE,1,0.025,KEPT
interpupillary distance,SURFACE,1,0.025,KEPT
interrelate,SURFACE,1,0.025,KEPT
interstitial lung diseases**,SURFACE,1,0.025,KEPT
interventional,SURFACE,1,0.025,KEPT
interventional strategies,SURFACE,1,0.025,KEPT
intestinal wall,SURFACE,1,0.025,KEPT
intoxication,SURFACE,1,0.025,KEPT
intracardiac thrombus,SURFACE,1,0.025,KEPT
intractable,SURFACE,1,0.025,KEPT
intraocular tumors,SURFACE,1,0.025,KEPT
intraoral examination,SURFACE,1,0.025,KEPT
intrastent restenosis,SURFACE,1,0.025,KEPT
intratracheally,SURFACE,1,0.025,KEPT
intrauterine,SURFACE,1,0.025,KEPT
intrauterine abnormalities,SURFACE,1,0.025,KEPT
intravenous,SURFACE,1,0.025,KEPT
intravenous injection,SURFACE,1,0.025,KEPT
intravenous treatment,SURFACE,1,0.025,KEPT
intravenous urography,SURFACE,1,0.025,KEPT
intricate,SURFACE,1,0.025,KEPT
intrinsic progressive disease,SURFACE,1,0.025,KEPT
intubated,SURFACE,1,0.025,KEPT
intubation,SURFACE,1,0.025,KEPT
invasive approach,SURFACE,1,0.025,KEPT
invasive moderately,SURFACE,1,0.025,KEPT
invasiveness,SURFACE,1,0.025,KEPT
investigative framework,SURFACE,1,0.025,KEPT
investigative process,SURFACE,1,0.025,KEPT
involution,SURFACE,1,0.025,KEPT
ion ampliseq exome,SURFACE,1,0.025,KEPT
ion proton sequencing platform,SURFACE,1,0.025,KEPT
ion reporter,SURFACE,1,0.025,KEPT
ipah,SURFACE,1,0.025,KEPT
iq scores,SURFACE,1,0.025,KEPT
irregular,SURFACE,1,0.025,KEPT
irregular borders,SURFACE,1,0.025,KEPT
irregularities,SURFACE,1,0.025,KEPT
ischemia,SURFACE,1,0.025,KEPT
ischemic,SURFACE,1,0.025,KEPT
ischemic changes,SURFACE,1,0.025,KEPT
ischemic conditions,SURFACE,1,0.025,KEPT
ischemic events,SURFACE,1,0.025,KEPT
ischemic heart changes,SURFACE,1,0.025,KEPT
ishihara test,SURFACE,1,0.025,KEPT
isomerase activity assays,SURFACE,1,0.025,KEPT
isosorbide,SURFACE,1,0.025,KEPT
issues stemming,SURFACE,1,0.025,KEPT
isvt,SURFACE,1,0.025,KEPT
italian,SURFACE,1,0.025,KEPT
iteration,SURFACE,1,0.025,KEPT
itraconazole,SURFACE,1,0.025,KEPT
ivf,SURFACE,1,0.025,KEPT
ivu,SURFACE,1,0.025,KEPT
i’d recommend,SURFACE,1,0.025,KEPT
january,SURFACE,1,0.025,KEPT
japan,SURFACE,1,0.025,KEPT
"japan.\"",\n",SURFACE,1,0.025,KEPT
japanese encephalitis,SURFACE,1,0.025,KEPT
jaw joint issues,SURFACE,1,0.025,KEPT
jaw structure,SURFACE,1,0.025,KEPT
"jia
**differentiating systemic onset",SURFACE,1,0.025,KEPT
jia**.,SURFACE,1,0.025,KEPT
jia**—is,SURFACE,1,0.025,KEPT
joint damage,SURFACE,1,0.025,KEPT
joint deformities,SURFACE,1,0.025,KEPT
joint description,SURFACE,1,0.025,KEPT
joint destruction,SURFACE,1,0.025,KEPT
joint effusions,SURFACE,1,0.025,KEPT
joint features,SURFACE,1,0.025,KEPT
joint hypermobility,SURFACE,1,0.025,KEPT
joint inflammation,SURFACE,1,0.025,KEPT
joint inheritance,SURFACE,1,0.025,KEPT
joint morphology,SURFACE,1,0.025,KEPT
joint pains,SURFACE,1,0.025,KEPT
joint structure,SURFACE,1,0.025,KEPT
joint symptoms leans,SURFACE,1,0.025,KEPT
joint ultrasound,SURFACE,1,0.025,KEPT
joint-related symptoms,SURFACE,1,0.025,KEPT
justification,SURFACE,1,0.025,KEPT
justifications,SURFACE,1,0.025,KEPT
justifies,SURFACE,1,0.025,KEPT
juvenile age,SURFACE,1,0.025,KEPT
kappa chain,SURFACE,1,0.025,KEPT
karyotype analysis**,SURFACE,1,0.025,KEPT
karyotype context,SURFACE,1,0.025,KEPT
keeping sensitivity,SURFACE,1,0.025,KEPT
key areas,SURFACE,1,0.025,KEPT
key confirmation points,SURFACE,1,0.025,KEPT
key confirmations,SURFACE,1,0.025,KEPT
key discussions,SURFACE,1,0.025,KEPT
key elements,SURFACE,1,0.025,KEPT
kidney abnormalities,SURFACE,1,0.025,KEPT
kidney assessment,SURFACE,1,0.025,KEPT
kidney biopsy,SURFACE,1,0.025,KEPT
kidney concerns,SURFACE,1,0.025,KEPT
kidney condition,SURFACE,1,0.025,KEPT
kidney disease,SURFACE,1,0.025,KEPT
kidney drainage,SURFACE,1,0.025,KEPT
kidney functions,SURFACE,1,0.025,KEPT
kidney structure,SURFACE,1,0.025,KEPT
kidney viability,SURFACE,1,0.025,KEPT
kishore syndrome,SURFACE,1,0.025,KEPT
klinefelter features,SURFACE,1,0.025,KEPT
klippel-trenaunay syndrome,SURFACE,1,0.025,KEPT
knee,SURFACE,1,0.025,KEPT
knee joints,SURFACE,1,0.025,KEPT
knock,SURFACE,1,0.025,KEPT
knock knees,SURFACE,1,0.025,KEPT
knowledge,SURFACE,1,0.025,KEPT
krabbe,SURFACE,1,0.025,KEPT
krabbe disease,SURFACE,1,0.025,KEPT
kras,SURFACE,1,0.025,KEPT
kyphoscoliosis,SURFACE,1,0.025,KEPT
kyphosis,SURFACE,1,0.025,KEPT
l/min of,SURFACE,1,0.025,KEPT
l/min oxygen,SURFACE,1,0.025,KEPT
lab results,SURFACE,1,0.025,KEPT
lab work,SURFACE,1,0.025,KEPT
labeling,SURFACE,1,0.025,KEPT
labetalol,SURFACE,1,0.025,KEPT
laboratory changes,SURFACE,1,0.025,KEPT
laboratory confirmations,SURFACE,1,0.025,KEPT
laboratory data,SURFACE,1,0.025,KEPT
laboratory information,SURFACE,1,0.025,KEPT
laboratory results come back positive,SURFACE,1,0.025,KEPT
laboratory work,SURFACE,1,0.025,KEPT
labs,SURFACE,1,0.025,KEPT
labs**,SURFACE,1,0.025,KEPT
labyrinthine sedatives,SURFACE,1,0.025,KEPT
lacking,SURFACE,1,0.025,KEPT
lactate,SURFACE,1,0.025,KEPT
lactic acid,SURFACE,1,0.025,KEPT
lactic acid level,SURFACE,1,0.025,KEPT
lad,SURFACE,1,0.025,KEPT
lambda chain,SURFACE,1,0.025,KEPT
landscape,SURFACE,1,0.025,KEPT
lanes,SURFACE,1,0.025,KEPT
laparoscopic,SURFACE,1,0.025,KEPT
laparoscopic hysterectomy,SURFACE,1,0.025,KEPT
laparoscopic intervention,SURFACE,1,0.025,KEPT
laparoscopy,SURFACE,1,0.025,KEPT
large,SURFACE,1,0.025,KEPT
laryngomalacia,SURFACE,1,0.025,KEPT
last-minute feedback,SURFACE,1,0.025,KEPT
late 40s,SURFACE,1,0.025,KEPT
late gestation,SURFACE,1,0.025,KEPT
late onset,SURFACE,1,0.025,KEPT
late sequelae,SURFACE,1,0.025,KEPT
late sequelae of takayasu,SURFACE,1,0.025,KEPT
late-emerging,SURFACE,1,0.025,KEPT
late-onset forms,SURFACE,1,0.025,KEPT
latent endocrine disorders,SURFACE,1,0.025,KEPT
latent issues,SURFACE,1,0.025,KEPT
latent tuberculosis,SURFACE,1,0.025,KEPT
lateralization,SURFACE,1,0.025,KEPT
latino,SURFACE,1,0.025,KEPT
lbs,SURFACE,1,0.025,KEPT
ldl,SURFACE,1,0.025,KEPT
lead diagnosis,SURFACE,1,0.025,KEPT
leading contender,SURFACE,1,0.025,KEPT
leading possibilities,SURFACE,1,0.025,KEPT
leakage,SURFACE,1,0.025,KEPT
lean towards **systemic onset jia** or **oligoarticular jia**,SURFACE,1,0.025,KEPT
learned,SURFACE,1,0.025,KEPT
learning,SURFACE,1,0.025,KEPT
learning difficulties,SURFACE,1,0.025,KEPT
learning disabilities,SURFACE,1,0.025,KEPT
leaving,SURFACE,1,0.025,KEPT
"left 26\u00b0.\"",\n\n  \""past medical history\",SURFACE,1,0.025,KEPT
"left 26\u00b0.\"",\n\n  \""physical",SURFACE,1,0.025,KEPT
left abdominal pain,SURFACE,1,0.025,KEPT
left dysfunction,SURFACE,1,0.025,KEPT
left eye exam,SURFACE,1,0.025,KEPT
left eye redness,SURFACE,1,0.025,KEPT
left fifth toe,SURFACE,1,0.025,KEPT
left hand,SURFACE,1,0.025,KEPT
left heart structures,SURFACE,1,0.025,KEPT
left lateral incisor,SURFACE,1,0.025,KEPT
left second finger,SURFACE,1,0.025,KEPT
left side mass,SURFACE,1,0.025,KEPT
left torticollis,SURFACE,1,0.025,KEPT
left upper,SURFACE,1,0.025,KEPT
left upper limb,SURFACE,1,0.025,KEPT
left ureter,SURFACE,1,0.025,KEPT
left ureteral,SURFACE,1,0.025,KEPT
left ventricle,SURFACE,1,0.025,KEPT
"left ventricular systolic function.\""\n",SURFACE,1,0.025,KEPT
left-convex lumbar rotoscoliosis,SURFACE,1,0.025,KEPT
left-sided peripheral eye tumor,SURFACE,1,0.025,KEPT
"left-sided peripheral eye tumor.\"",\n\n",SURFACE,1,0.025,KEPT
left-sided peripheral tumor,SURFACE,1,0.025,KEPT
leiden mutation,SURFACE,1,0.025,KEPT
lend significant,SURFACE,1,0.025,KEPT
lennox-gastaut syndrome,SURFACE,1,0.025,KEPT
leri-weill,SURFACE,1,0.025,KEPT
leri-weill dyschondrosteosis,SURFACE,1,0.025,KEPT
leri-weill dyschondrosteosis**,SURFACE,1,0.025,KEPT
lesions**,SURFACE,1,0.025,KEPT
lesion’s,SURFACE,1,0.025,KEPT
let's examine,SURFACE,1,0.025,KEPT
lethargy,SURFACE,1,0.025,KEPT
let’s,SURFACE,1,0.025,KEPT
leucocyte,SURFACE,1,0.025,KEPT
leucocytes/\u03bcl,SURFACE,1,0.025,KEPT
leukemogenic,SURFACE,1,0.025,KEPT
leukocyte,SURFACE,1,0.025,KEPT
leukocyte count,SURFACE,1,0.025,KEPT
leukocyte levels,SURFACE,1,0.025,KEPT
leukocytes,SURFACE,1,0.025,KEPT
leukocytosis,SURFACE,1,0.025,KEPT
leukopenia,SURFACE,1,0.025,KEPT
levodopa,SURFACE,1,0.025,KEPT
levofloxacin,SURFACE,1,0.025,KEPT
lgi1,SURFACE,1,0.025,KEPT
lgs,SURFACE,1,0.025,KEPT
li-fraumeni,SURFACE,1,0.025,KEPT
li-fraumeni syndrome,SURFACE,1,0.025,KEPT
life changes,SURFACE,1,0.025,KEPT
life technologies,SURFACE,1,0.025,KEPT
life-threatening,SURFACE,1,0.025,KEPT
"life.\"",\n\n",SURFACE,1,0.025,KEPT
lifestyle aspects,SURFACE,1,0.025,KEPT
lifestyle choices,SURFACE,1,0.025,KEPT
lifestyle habits,SURFACE,1,0.025,KEPT
lifestyle history,SURFACE,1,0.025,KEPT
lifetime,SURFACE,1,0.025,KEPT
light sedation,SURFACE,1,0.025,KEPT
light-adapted (la) 3,SURFACE,1,0.025,KEPT
like **fgfr1,SURFACE,1,0.025,KEPT
likelihood diminished,SURFACE,1,0.025,KEPT
limb assessment,SURFACE,1,0.025,KEPT
limb dysmorphologies,SURFACE,1,0.025,KEPT
limb fractures,SURFACE,1,0.025,KEPT
limb length,SURFACE,1,0.025,KEPT
limb proportions,SURFACE,1,0.025,KEPT
limb reduction,SURFACE,1,0.025,KEPT
limb reduction defects,SURFACE,1,0.025,KEPT
limb reduction**,SURFACE,1,0.025,KEPT
limb structure,SURFACE,1,0.025,KEPT
limits,SURFACE,1,0.025,KEPT
lipase,SURFACE,1,0.025,KEPT
lipectomy,SURFACE,1,0.025,KEPT
lipid abnormalities,SURFACE,1,0.025,KEPT
lipid metabolism,SURFACE,1,0.025,KEPT
lipid panel,SURFACE,1,0.025,KEPT
lipid profile assessment,SURFACE,1,0.025,KEPT
lipid profile testing**,SURFACE,1,0.025,KEPT
lipid profile**,SURFACE,1,0.025,KEPT
lipid profiles**,SURFACE,1,0.025,KEPT
lipid profiling,SURFACE,1,0.025,KEPT
lipofuscin,SURFACE,1,0.025,KEPT
lipoid,SURFACE,1,0.025,KEPT
lips,SURFACE,1,0.025,KEPT
lists,SURFACE,1,0.025,KEPT
literature,SURFACE,1,0.025,KEPT
live,SURFACE,1,0.025,KEPT
liver complications,SURFACE,1,0.025,KEPT
liver disease,SURFACE,1,0.025,KEPT
liver dysfunction,SURFACE,1,0.025,KEPT
liver enzymes,SURFACE,1,0.025,KEPT
liver findings,SURFACE,1,0.025,KEPT
liver health,SURFACE,1,0.025,KEPT
liver profiles,SURFACE,1,0.025,KEPT
liver transaminases,SURFACE,1,0.025,KEPT
liver ultrasound,SURFACE,1,0.025,KEPT
liver ultrasound scan,SURFACE,1,0.025,KEPT
liver-related complications,SURFACE,1,0.025,KEPT
lkc,SURFACE,1,0.025,KEPT
local hospital,SURFACE,1,0.025,KEPT
local invasion,SURFACE,1,0.025,KEPT
local substances,SURFACE,1,0.025,KEPT
localization,SURFACE,1,0.025,KEPT
localize,SURFACE,1,0.025,KEPT
localized disease,SURFACE,1,0.025,KEPT
localized edema,SURFACE,1,0.025,KEPT
localized joint,SURFACE,1,0.025,KEPT
localized swelling,SURFACE,1,0.025,KEPT
loeys-dietz syndrome,SURFACE,1,0.025,KEPT
loeys-dietz syndrome)** - might,SURFACE,1,0.025,KEPT
logical sequence,SURFACE,1,0.025,KEPT
logical sequencing,SURFACE,1,0.025,KEPT
logically,SURFACE,1,0.025,KEPT
long,SURFACE,1,0.025,KEPT
long arm of chromosome 3,SURFACE,1,0.025,KEPT
long eyelashes,SURFACE,1,0.025,KEPT
long periods,SURFACE,1,0.025,KEPT
long philtrum,SURFACE,1,0.025,KEPT
long thin philtrum,SURFACE,1,0.025,KEPT
longitudinal changes,SURFACE,1,0.025,KEPT
longitudinal limb deficiencies,SURFACE,1,0.025,KEPT
longitudinal studies,SURFACE,1,0.025,KEPT
longstanding,SURFACE,1,0.025,KEPT
loop,SURFACE,1,0.025,KEPT
losartan,SURFACE,1,0.025,KEPT
"loss.\"",\n\n",SURFACE,1,0.025,KEPT
low columella position,SURFACE,1,0.025,KEPT
low growth hormone,SURFACE,1,0.025,KEPT
low risk,SURFACE,1,0.025,KEPT
low school,SURFACE,1,0.025,KEPT
low-density,SURFACE,1,0.025,KEPT
low-density lesions,SURFACE,1,0.025,KEPT
low-density lipoprotein 132,SURFACE,1,0.025,KEPT
low-dose,SURFACE,1,0.025,KEPT
low-grade,SURFACE,1,0.025,KEPT
lower extremities,SURFACE,1,0.025,KEPT
lower extremities*,SURFACE,1,0.025,KEPT
lower extremities**,SURFACE,1,0.025,KEPT
"lower extremity edema.\"",\n\n",SURFACE,1,0.025,KEPT
lower likelihood,SURFACE,1,0.025,KEPT
lower limb,SURFACE,1,0.025,KEPT
lower limbs,SURFACE,1,0.025,KEPT
"lower limbs.\"",\n  \""past medical history\",SURFACE,1,0.025,KEPT
lower lip,SURFACE,1,0.025,KEPT
lower lobes,SURFACE,1,0.025,KEPT
lower lumbar spine,SURFACE,1,0.025,KEPT
lower reproductive tract development,SURFACE,1,0.025,KEPT
lowering,SURFACE,1,0.025,KEPT
lumbar spine,SURFACE,1,0.025,KEPT
lump,SURFACE,1,0.025,KEPT
lung abscess)**,SURFACE,1,0.025,KEPT
lung adenocarcinoma,SURFACE,1,0.025,KEPT
lung biopsies**,SURFACE,1,0.025,KEPT
lung biopsies** if imaging,SURFACE,1,0.025,KEPT
lung biopsy,SURFACE,1,0.025,KEPT
lung cancer**,SURFACE,1,0.025,KEPT
lung capacity,SURFACE,1,0.025,KEPT
lung development,SURFACE,1,0.025,KEPT
lung disease,SURFACE,1,0.025,KEPT
lung disease**,SURFACE,1,0.025,KEPT
lung fields,SURFACE,1,0.025,KEPT
"lung fields.\"",\n",SURFACE,1,0.025,KEPT
lung infection,SURFACE,1,0.025,KEPT
lung infections,SURFACE,1,0.025,KEPT
lung infiltrates,SURFACE,1,0.025,KEPT
lung issues,SURFACE,1,0.025,KEPT
lung lesions,SURFACE,1,0.025,KEPT
lung opacity,SURFACE,1,0.025,KEPT
lung pathology,SURFACE,1,0.025,KEPT
lung status,SURFACE,1,0.025,KEPT
lung tissue,SURFACE,1,0.025,KEPT
lupus,SURFACE,1,0.025,KEPT
lying down,SURFACE,1,0.025,KEPT
lyme disease,SURFACE,1,0.025,KEPT
lymph nodes,SURFACE,1,0.025,KEPT
lymph nodes**,SURFACE,1,0.025,KEPT
lymphatic obstruction,SURFACE,1,0.025,KEPT
lymphocyte,SURFACE,1,0.025,KEPT
lymphocyte subset,SURFACE,1,0.025,KEPT
